Problem,Category,Confidence Score
Akkuwechsel / Beratung.,Alignment/Calibration Issues,0.09503024816513062
Akku ist aufgebläht. Neuer Akku ist bestellt. Übergabe am 7.3.,Incorrect Assembly,0.056929219514131546
Bitte Batterien am Festnetztelefon erneuern. - Batterien erneuert. [UE] {???},Unknown/Unspecified Problem,0.3195124864578247
"150 g, Staub in Display und Schutzglas.",Aesthetic Issues,0.20421595871448517
Iphone 7 startet nicht.,Unknown/Unspecified Problem,0.11987236887216568
lädt nicht.,Unknown/Unspecified Problem,0.154688760638237
"Geht nicht mehr. Sicherung hat ausgelöst Sicherung T315 mA gewechselt, ging wieder kaputt, jetzt liegt der Strom bei 1A, zu Hause waren es noch 0,1A.",Battery/Charging Issues,0.08580449223518372
Handyglas hat Sprünge.,Incorrect Assembly,0.07643395662307739
Displayschaden.,Excessive Noise/Vibration,0.17276044189929962
Displayschaden.,Excessive Noise/Vibration,0.17276044189929962
Akkuwechsel.,Unknown/Unspecified Problem,0.07372274249792099
Lfz.565: Display flckert. Ursache nicht auffindbar.,Display/Screen Issues,0.18619483709335327
"Spielzeug-Telefon - Lose Teile im Gerät. - Lose Teile entfernt, bzw. befestigt. [SNST] {Konrad &amp; Hauke}",Missing Parts,0.3744034469127655
Funkkontakt bricht ab.,Remote Control or Signal Transmission Issue,0.11940522491931915
"funktioniert nicht. Kabel fehlten, der Kundin wurde erklärt, welches Kabel sie kaufen muss.",Missing Parts,0.3374042212963104
3 Tasten zeigen nichts mehr an &gt;&gt; Tastatur gereinigt.,Missing Parts,0.16427259147167206
folie installiert.,Lubrication/Maintenance Needed,0.0839967429637909
Display kaputt.,Incorrect Assembly,0.0999097153544426
Display kaputt.,Incorrect Assembly,0.0999097153544426
Display Glas ist gesprungen / Display soll getauscht werden. Der Gast hat ein Display-wechselset besorgt. Zusammen haben wir das Display getauscht. Gerät arbeitet wieder.,Display/Screen Issues,0.47304418683052063
Hauptplatine tauschen.,Incorrect Assembly,0.0896434336900711
Lautsprecher defekt.,Incorrect Assembly,0.1106681302189827
Backcover tauschen.,Incorrect Assembly,0.08125365525484085
"Display defekt, startet nicht.",Incorrect Assembly,0.1370546519756317
Glas kaputt.,Incorrect Assembly,0.1007419303059578
"0.5 kg, Kontakt schlecht... den Rest kann ich leider nicht entziffern.",Missing Parts,0.23213714361190796
"Geht nicht an, Akku lädt nicht.",Missing Parts,0.15729467570781708
Displaytausch und USB-Port.,Connectivity Problems,0.11655768007040024
Steckernetzteil defekt. Neues Netzteil besorgt und Originalstecker angeschlossen.,Missing Parts,0.449262797832489
"Wasserschaden, Display defekt. - Gast hat neues Display mitgebracht - eingebaut, aber weiter keine Funktion.",Incorrect Assembly,0.15031690895557404
Akku wechseln.,Unknown/Unspecified Problem,0.07459921389818192
"Displayfehler: flackert, teilweise schwarz bei kalten Temperaturen. Display muss gewechselt werden.",Cooling Problems,0.22006967663764954
Zuurücksetzen auf Werkseinstellungen für Verkauf.,Lubrication/Maintenance Needed,0.05436260998249054
funktionierte nicht.,Unknown/Unspecified Problem,0.15552487969398499
kann nicht telefonieren.,Unsafe to Use,0.21076755225658417
Display ist kaputt.,Incorrect Assembly,0.19334076344966888
Nach Displaytausch langsame Reaktion des Systems. Kurze Diagnose ergibt: die Android-Eingabehilfen waren aktiv. Deaktiviert und das System ist wieder performant.,Display/Screen Issues,0.14509178698062897
Alte Nachrichten des AB lassen sich nicht löschen. Neue Nachrichten werden nicht angenommen. WIr haben nach der Anleitung den Nachrichtenspeicher gelöscht. Danach scheint alles richtig zu funktionieren. EIn echter Test ist erst zu Hause am Telefonanschluss möglich.,Missing Parts,0.06565244495868683
Displaybruch.,Physical/Structural Damage,0.12422336637973785
Ladekontakt schlecht.,Connectivity Problems,0.07125520706176758
Fragen zur Bedienung.,Unknown/Unspecified Problem,0.10905488580465317
Einrichtung E-Mail-Client auf neuem Smartphone.,Missing Parts,0.06125585362315178
Startet nicht.,Unknown/Unspecified Problem,0.2213599979877472
"Bilder finden, Bedienhinweis.",Missing Parts,0.07690615206956863
Akku tauschen.,Unknown/Unspecified Problem,0.08590269833803177
"0.5 kg, Display beschädigt.",Physical/Structural Damage,0.16931456327438354
Lautsprecher hat ein Echo.,Audio/Sound Problems,0.14886517822742462
"Mobiltelefon: grüne Taste klemmt --- Handy 2x geöffnet, Staub entfernt, mit Tunerspray gereinigt, aber keine Besserung.",Missing Parts,0.1508154422044754
"Unklar, Stalker loswerden.",Unknown/Unspecified Problem,0.28356385231018066
Fotos auf PC überspielen.,Missing Parts,0.046578940004110336
Klingelton geht nicht.,Unknown/Unspecified Problem,0.14701426029205322
Google-Konto verknüpfen.,Remote Control or Signal Transmission Issue,0.09664489328861237
"Ein- Ausschalter defekt,",Incorrect Assembly,0.11154528707265854
Beim Anschluss eines Ladegerätes geht das Handy aus. - Ladeplatine wurde zweimal gewechselt - Problem besteht weiterhin - Gerät wird jetzt nur noch per QI geladen.,Unknown/Unspecified Problem,0.08802060782909393
Display kaputt. - leider ein falsches Display bestellt - Gast bestellt ein passendes.,Incorrect Assembly,0.23598851263523102
Spiralkabel brüchig. - Kabel wurde an den Spiralwicklung abgekürzt und neu verlötet.,Missing Parts,0.11289119720458984
Fortsetzung am 15.11.2023: - richtiges Display eingebaut.,Display/Screen Issues,0.12840646505355835
Buchse wackelig.,Lubrication/Maintenance Needed,0.05738939717411995
Klinkenstecker wird nicht mehr erkannt.,Unsafe to Use,0.32403475046157837
Geht nicht an.,Incorrect Assembly,0.25302720069885254
Displayschaden. - mitgebrachtes Ersatzteil eingebaut.,Incorrect Assembly,0.16293147206306458
Display beschädigt.,Display/Screen Issues,0.08901659399271011
Akku defekt.,Unsafe to Use,0.1265745311975479
gibt kein Zeichen mehr von sich.,Missing Parts,0.382069855928421
Display von innen verschmutzt.,Unknown/Unspecified Problem,0.14728498458862305
"Display funktioniert nicht mehr und ist gerissen Zerlegung begonnen, Akku nicht einfach entnehmbar. vertagt aufgrund zu geringer Zeit.",Display/Screen Issues,0.2028658092021942
Startet nicht.,Unknown/Unspecified Problem,0.2213599979877472
Akku wechseln.,Unknown/Unspecified Problem,0.07459921389818192
Display gebrochen.,Rust/Corrosion,0.07651466131210327
Akku tauschen.,Unknown/Unspecified Problem,0.08590269833803177
Fragen zur Bedienung.,Unknown/Unspecified Problem,0.10905488580465317
Kann sich nicht ins WLAN einwählen.Falsche Anmeldedaten.,Incorrect Assembly,0.33742302656173706
Akku defekt.,Unsafe to Use,0.1265745311975479
Display und Kamera soll getauscht werden --- Teile aus Spendergerät eingebaut.,Display/Screen Issues,0.16429740190505981
Lfz.433: Display defekt. Display erneuert.,Incorrect Assembly,0.13450433313846588
WhatsApp sendet nicht.,Remote Control or Signal Transmission Issue,0.17316827178001404
Display tauschen.,Aesthetic Issues,0.05710018798708916
Akku wurde getauscht.,Incorrect Assembly,0.1574847251176834
Lädt am Ladegerät nicht auf. --&gt; Ladegerät defekt. Besucher bekam Ersatz. [IT],Missing Parts,0.175856813788414
Funktion Vibration rausnehmen.,Excessive Noise/Vibration,0.2386225163936615
Telefon lädt nicht mehr auf. Kabelbruch des Netzteils.,Connectivity Problems,0.30301135778427124
Kabel kürzen und neu anschließen.,Wear and Tear/End of Life,0.26466047763824463
vertagt wegen Reparaturkompetenz.,Lubrication/Maintenance Needed,0.12198134511709213
"Rauschte, benötigte nur neue Akkus.",Incorrect Assembly,0.14957302808761597
TAE-Stecker auseinanderfallen.,Incorrect Assembly,0.1389234960079193
SIM-Karte wird nicht erkannt. - Durch falsches Einsetzen der SIM Kontakte verbogen - SIM Kontakte gerichtet.,Incorrect Assembly,0.34360215067863464
"Akku zu schwach, Ersatzakku vorhanden.",Missing Parts,0.17693538963794708
alt und hat Probleme - er will es selbst mit Unterstützung öffnen &gt;&gt; Ersatzakku wird von Besucher bestellt.,Other Issue,0.12731564044952393
Bedienerfehler.,Incorrect Assembly,0.05716465041041374
Display gesprungen. - beim ausbau des alten Displays das Mainboard beschädigt.,Missing Parts,0.23095601797103882
Softwareproblem.,Software/Firmware Issues,0.11801952123641968
Lfz.385: Displaytausch.,Incorrect Assembly,0.09992759674787521
"Akku keine Laufzeit mehr. - Bei Ausbau des Displays wurde die Touch-Funktionalität beschädigt. - Der Gast entscheidet zu Hause, ob er ein neues Display einbauen möchte.",Display/Screen Issues,0.2027975171804428
Displayschaden. - Display demontiert - Gast montiert neues Display zu Hause.,Missing Parts,0.31165453791618347
Displayschaden und Akku schwach. - Display und Akku demontiert - Gast moniert neuen Akku und Display zu Hause.,Missing Parts,0.3126939833164215
"Mobilteil wird nicht geladen, Netzteil defekt.",Unsafe to Use,0.20173421502113342
Akku wechseln.,Unknown/Unspecified Problem,0.07459921389818192
"Startvorgang, müsste an Laptop angeschlossen werden.",Missing Parts,0.09495878219604492
Akku lädt nicht.,Unknown/Unspecified Problem,0.16463902592658997
Nach Sturz ins Wasser keine Touch-Funktion. - Datenrettung über USB-OTG-Funktion - USB-Maus angeschlossen - Telefon entsperrt - Bluetooth-Maus gekoppelt - relevanten Daten auf USB-Stick kopiert.,Missing Parts,0.304219514131546
Display wechseln.,Display/Screen Issues,0.09026593714952469
"0.1 kg, Akku wird zu schnell leer, Ersatzakku vorhanden, müsste gewechselt werden. Wechsel nicht möglich, da Heißluftfön im RepairCafe fehlt.",Missing Parts,0.1647171676158905
"0.5 kg, Linse defekt.",Leaking,0.11482571065425873
Akku und Buchsen defekt.,Missing Parts,0.08222576975822449
Ladebuchse defekt.,Unsafe to Use,0.09424164891242981
Nur zerlegen.,Missing Parts,0.11899212002754211
Nur zerlegen.,Missing Parts,0.11899212002754211
Nur zerlegen.,Missing Parts,0.11899212002754211
Lfz. 378: Wackelkontakt. Display defekt. Nicht reparabel.,Incorrect Assembly,0.15257741510868073
Lfz. 366: Handy Glasscheibe defekt. Neues Display wird besorgt.,Display/Screen Issues,0.2700560688972473
Lfz. 367: Unerklärliche Meldungen. Behebung: Virenscanner installiert. Displaysperre wird später eingerichtet.,Unknown/Unspecified Problem,0.27583783864974976
Wasserschaden.,Physical/Structural Damage,0.07920669764280319
"Akkuwechsel, Datensicherung.",Alignment/Calibration Issues,0.08006834983825684
Akku geringe Laufzeit. - mitgebrachten Akku eingebaut.,Wear and Tear/End of Life,0.33081647753715515
Display und das Backplate beschädigt. - beim Zerlegen Flexkabel beschädigt.,Missing Parts,0.4717668294906616
Fortsetzung am 27.6.23: - neues Flachbandkabel montiert - Display eingeklebt.,Display/Screen Issues,0.22623585164546967
Display defekt.,Unsafe to Use,0.1689465492963791
Probleme bei Anmeldung nach Reset.,Alignment/Calibration Issues,0.186299666762352
Geht nach Sturz nicht mehr an.,Wear and Tear/End of Life,0.10500478744506836
Reinigung des Telefonsteckers.,Remote Control or Signal Transmission Issue,0.278143048286438
"Display zeigt bei eingelegtem Akku sofort schwarzes Displaybild mit weißer Schrift ""Connect Tel. mit USB-Kabel an Computer""",Connectivity Problems,0.11600395292043686
"Fehlermeldung, dass die SD-Karte beschädigt sei. Handy fordert zum Einlegen einer neuen SD-Karte auf.",Incorrect Assembly,0.22897124290466309
Displaybruch.,Physical/Structural Damage,0.12422336637973785
SIM Karte wird nicht erkannt.,Unknown/Unspecified Problem,0.2491915225982666
"Tasten seitlich gehen nicht --- Folie abgezogen, gereinigt, mit Klebeband geflickt - Tasten reagieren wieder.",Missing Parts,0.24297718703746796
Hilfe bei Bedienung.,Lubrication/Maintenance Needed,0.0649423748254776
Las keine SIM-Karte mehr. - im SIM-Kartenschacht verbogene oder abgebrochene Kontakte - keine Nano-SIM-Karte mit - Gast versucht etwas der SIM-Karte beilegen um den Druck auf die Kontakte zu erhöhen.,Missing Parts,0.12454602122306824
Schlechter Kontakt an den Tasten. Nach öffnen des Gerätes: Silkokonöl und Verschmutzung. Tastenmatte und PCB gereinigt.,Loose Connections,0.11367478966712952
Linse von Iphone 11 fehlt.,Component Failure (Electronic),0.08501184731721878
Kein Empfang uber Funk.,Excessive Noise/Vibration,0.2380603402853012
Daten auslesen.,Leaking,0.1810581386089325
Bedienungshinweise.,Alignment/Calibration Issues,0.08386103063821793
App für QR-Code installieren.,Dispensing/Filling Issues,0.06982648372650146
"Display kaputt, Handybackup auf Rechner, Backup auf neuem Handy wieder hergestellt, E-Mailkonten eingerichtet, überfülltes e-mail postfach geleert, neues handy einrichtet, E-Mails archiviert, slub wlan einrichten, reperatur wird fortgestzt.",Missing Parts,0.4171648919582367
App Signal ließ sich nicht über Google Playstore installieren. Playstore Daten und Cache zurückgesetzt. Installation funktioniert jetzt.,Unknown/Unspecified Problem,0.27167871594429016
"defekt, lädt nicht mehr.",Unsafe to Use,0.2381467968225479
"Startet nicht, Akku geladen.",Unknown/Unspecified Problem,0.20800532400608063
Kein defekt - Hilfe beim Einstellen.,Wear and Tear/End of Life,0.13284482061862946
"runtegefallen, Kabel rausgerutscht.",Incorrect Assembly,0.1064097210764885
Linsenglas Rückkamera gebrochen.,Physical/Structural Damage,0.08219865709543228
Nicht einschaltbar trotz geladenem Akku.,Unsafe to Use,0.15163905918598175
Akku defekt.,Unsafe to Use,0.1265745311975479
"Nach Sturz bleibt das Display schwarz, man spürt die Vibration beim Einschalten. Gerät geöffnet um zu schauen ob sich z.B. das Displaykabel gelöst hat. Fehler wurde nicht gefunden.",Unknown/Unspecified Problem,0.1725131869316101
Aufgabe „Aus zwei mach' eins“: - bei einem war die Hülle abgenutzt - beim anderen der Lautsprecher defekt - aus den guten Einzelteilen ein funktionierendes Telefon zusammengebaut.,Missing Parts,0.4768844544887543
"Kein Bild, Boot Loop.",Software/Firmware Issues,0.11933596432209015
Abdeckung für Handykamera anbringen. [IT],Display/Screen Issues,0.07710262387990952
Netzteil/Ladegerät ist defekt. --&gt; Ladegerät getauscht. [IT],Missing Parts,0.13162679970264435
Bedienhinweise.,Physical/Structural Damage,0.10499927401542664
Akku erneuern.,Incorrect Assembly,0.09698227792978287
Software Beratung.,Software/Firmware Issues,0.08543486893177032
Daten löschen.,Leaking,0.10241614282131195
Display verschwommen und lose.,Missing Parts,0.17069797217845917
Display tauschen.,Aesthetic Issues,0.05710018798708916
Startet nicht.,Unknown/Unspecified Problem,0.2213599979877472
Schaden am Display: Glas gesprungen. Gast hat neues Display mit Grundplatte versorgt. Der Tausch wurde ohne Probleme unter Anleitung vom Gast durchgeführt.,Physical/Structural Damage,0.24935415387153625
"Display ist nach einem Sturz defekt --- Kabel der Hintergrundbeleuchtung gebrochen, Ersatzteil ist nicht erhältlich.",Missing Parts,0.5326897501945496
kein Einschalten möglich &gt;&gt; Sturzschaden durch Neumontage behoben.,Excessive Noise/Vibration,0.08569025993347168
Ladeanschluss und SD-Karten Slot kaputt. Der USB-Port ist hinüber und laden ist nur noch kabellos über die integrierte Induktionsschleife möglich. Die Besucherin wird eine USB-Ersatzplatine bestellen und kommt dann zum Austausch wieder.,Missing Parts,0.4249509871006012
Tasten funktionieren nicht Tasten reinigen. Reparatur läuft.,Unknown/Unspecified Problem,0.15559735894203186
Kamera ist verschleiert.,Lubrication/Maintenance Needed,0.09600189328193665
Datenübertragung fehlgeschlagen.,Missing Parts,0.18303212523460388
Display flackert.,Excessive Noise/Vibration,0.09269828349351883
"Bedienung, Einführung.",Lubrication/Maintenance Needed,0.08454406261444092
"alles dunkel, geht nicht mehr an. Leider hat die Besucherin nicht alles mitgebracht. Das 12V-Netzteil fehlte. Test mit anderen Netzteil ok. Telefonieren konnte nicht getestet werden, aber Tastatur und Display funktioniert. Wahrscheinlich Netzteil defekt.",Missing Parts,0.3770114779472351
"USB-C Ladebuchse ist Zitat ""ausgenuddelt"". Gast hat neue Ladebuchse/flatflex mitgebracht. Das Gerät wurde geöffnet. Die alte Buchse ausgebaut und die neue verbaut. Danach wurde die Backplate mit B-7000 Kleber installiert.",Incorrect Assembly,0.09357663989067078
Glasbruch. - Ersatzdisplay passte nicht - Gast besorgt anderes Ersatzteil.,Physical/Structural Damage,0.11442701518535614
Fortsetzung am 21.6.23: - neues Display und Backplate mit Spezialkleber „T-7000“ eingeklebt.,Display/Screen Issues,0.13879017531871796
Keine Notizen.,Unknown/Unspecified Problem,0.16040880978107452
Wasserschaden.,Physical/Structural Damage,0.07920669764280319
Lfz.212: Gerät stürzt immer ab. Smartphone auf Werkseinstellung zurückgesetzt.,Wear and Tear/End of Life,0.06646031141281128
SIM Karte Nummern herausfinden.,Unknown/Unspecified Problem,0.0902760699391365
"Wahrscheinlich Wackelkontakt, es klingelt aber man hört niemanden.",Excessive Noise/Vibration,0.10561966896057129
1 Taste geht nicht.,Unknown/Unspecified Problem,0.16516463458538055
verständnisfrage.,Unknown/Unspecified Problem,0.14352354407310486
Nach Sturz haben Batterien keinen Kontakt mehr. [IT],Battery/Charging Issues,0.16830138862133026
Akku lädt nicht.,Unknown/Unspecified Problem,0.16463902592658997
Telefon mit amerikanischen Stecker umgerüstet auf TAE-Stecker.,Remote Control or Signal Transmission Issue,0.11047070473432541
"Simcard steckt im Gerät fest --- trotz Demontage nicht herausbekommen, aus Zeitgründen auf 4.3. verschoben.",Missing Parts,0.2736453115940094
Gerät lädt nicht.,Unknown/Unspecified Problem,0.18074853718280792
SIM-Karte wird nicht mehr gelesen &gt;&gt; Kontakte gereinigt und Teilbetrieb möglich.,Unsafe to Use,0.1977561116218567
"Keine Funktion der Taststur. - Wasserschaden - Kontaktreiniger versucht, keine Besserung - Ersatzteil zu teuer.",Missing Parts,0.267414391040802
Keine Funktion. - Akku defekt (aufgebläht) - Gast besorgt neuen Akku und tauscht den zu Hause aus.,Missing Parts,0.35732850432395935
Einrichten korrektes Alter: 3 Monate.,Other Issue,0.2644824981689453
Akkuwechsel.,Unknown/Unspecified Problem,0.07372274249792099
Display tauschen.,Aesthetic Issues,0.05710018798708916
Lädt nicht.,Unknown/Unspecified Problem,0.17019478976726532
Erklärungsbedarf.,Unknown/Unspecified Problem,0.061608556658029556
Tastatur wackelt.,Incorrect Assembly,0.079156294465065
Zwei Tasten funktionieren nicht.,Missing Parts,0.08282758295536041
"Ladefunktion gestört. - Wackelkontakt in der Ladestation untersucht - Akkus defekt, Gast erneuert sie selbst.",Physical/Structural Damage,0.13810962438583374
Akku defekt.,Unsafe to Use,0.1265745311975479
läßt sich nicht einschalten.,Unknown/Unspecified Problem,0.17518481612205505
Pin mehrfach falsch eingegeben.,Incorrect Assembly,0.14777067303657532
Akku von DECT-Telefon defekt.,Remote Control or Signal Transmission Issue,0.14249287545681
"Lädt nicht mehr. USB-C Buchse müsste gewechselt werden. USB-Buchse auf Platine gewechselt. Gerätetest nicht möglich, da Besucher nur die Platine mit hatte.",Missing Parts,0.0739501565694809
"Display Glas ist Sturz gesprungen, Touchscreen reagiert nicht mehr - Datenrettung gewünscht.. USB Maus mit USB OTG Kabel angeschlossen und Bluetooth Maus verbunden und Fotos und Kontakte auf SD Karte übertragen. Aufgrund des Gerätehaltes und des Reparaturaufwandes (Gerät ist verklebt und muss komplett zerlegt Werden) Kosten neues Display ca. 30€.",Display/Screen Issues,0.3494456708431244
"Staub hinter Kameralinse, schwarzer Punkt bei Rückkamera. Druckluft durchgepustet -&gt; sauber.",Display/Screen Issues,0.17514705657958984
Microfonbuchse defekt.,Missing Parts,0.08680842071771622
Display wechseln.,Display/Screen Issues,0.09026593714952469
Kamera stellt sich nicht mehr richtig scharf.,Unsafe to Use,0.22032198309898376
"Lässt sichnicht mehr laden, USB-Buchse defekt. Buchse gewechselt.",Missing Parts,0.09168289601802826
Klingelt nicht.,Unknown/Unspecified Problem,0.13591457903385162
aus 2 macht eins &gt;&gt; ET aus ET-Träger eingebaut.,Incorrect Assembly,0.17417916655540466
Micro-USB-Buchse defekt. Das AMOLED-Display wurde bei Ausbau beschädigt Der Reparatursuch wurde abgebrochen. Datensicherung ist vorhanden. Der Gast versorgt sich ein neues Smartphone.,Missing Parts,0.28484609723091125
Akkuwechsel.,Unknown/Unspecified Problem,0.07372274249792099
Akkuwechsel.,Unknown/Unspecified Problem,0.07372274249792099
Touchscreen defekt.,Display/Screen Issues,0.34107545018196106
Akku wechseln.,Unknown/Unspecified Problem,0.07459921389818192
Annahmetaste ohne Funktion Tastenpad komplett veroelt. Pads gereinigt mit Kontaktspray und Isopropanol.,Missing Parts,0.3412880301475525
Bedienungsberatung.,Alignment/Calibration Issues,0.07087618857622147
Beratung zu Tablet und Smartphone.,Display/Screen Issues,0.09662141650915146
"0,2 kg Nach einem Sturz kann es zwar noch eingeschaltet werden, aber es ist nur kurz der Sperrbildschirm sichtbar, dann über Sperrtaste nicht mehr anwählbar. Ergebnis: es wurde nur auseinander und wieder zusammen gebaut und hat dann wieder funktioniert.",Missing Parts,0.08468756079673767
Bedienfehler.,Incorrect Assembly,0.08281368017196655
Lfz. 93: Mikrophon im Lautsprecherbetrieb hat Aussetzer.,Remote Control or Signal Transmission Issue,0.11885645985603333
Display gesprungen.,Display/Screen Issues,0.058545440435409546
Backcover gebrochen - ausgewechselt.,Incorrect Assembly,0.12175900489091873
Backcover ersetzen.,Incorrect Assembly,0.13842377066612244
Funktionsprüfung.,Lubrication/Maintenance Needed,0.07011476159095764
"Speicherplatz voll, Archivieren auf Tabletspeicher notwendig.",Missing Parts,0.19051843881607056
Ladebuchse defekt - gewechselt.,Incorrect Assembly,0.07470056414604187
Wahrscheinlich Akku kaputt.,Unknown/Unspecified Problem,0.14386491477489471
0.2 kg Display kaputt.,Incorrect Assembly,0.11207829415798187
"0.2 kg Eingabefehler, Gerät schaltet sich aus. Gast prüft Gerät, ob es mit externer Spannungsversorgung funktioniert.",Unknown/Unspecified Problem,0.27669328451156616
Schalter defekt.,Cooling Problems,0.08248106390237808
Hauptkamera defekt. Kameramodul der Hauptkamera gewechselt; gebrauchtes Kameramodul anscheinend defekt; Gast wechselt Modul gegen Neuteil.,Missing Parts,0.47792887687683105
Akku muss gewechselt werden.,Unsafe to Use,0.13283061981201172
Display kaputt.,Incorrect Assembly,0.0999097153544426
Hier war die USB Buchse kaputt und es konnte mit einer Ersatzplatine geholfen werden.,Missing Parts,0.3760611414909363
Touchscreen geht nicht.,Display/Screen Issues,0.3207249939441681
Backcover erneuern.,Incorrect Assembly,0.12526735663414001
Bedienung erklären.,Lubrication/Maintenance Needed,0.08197800815105438
Bedienung erklärt.,Lubrication/Maintenance Needed,0.07123134285211563
Ladefunktion gestört. USB-Buchse und Stecker gereinigt.,Loose Connections,0.13224998116493225
Powerschalter defekt.,Power Failure,0.27130594849586487
"Es klingelte nicht mehr, wenn angerufen wurde. - - Draht der Lautsprecherspule vom Anschluss abgebrochen - wieder angelötet.",Audio/Sound Problems,0.1402747482061386
